更新日期,#genre#
广东珠江,http://cdn2.veryfast.filegear-sg.me/live/gdzj/stream.m3u8$IPV4•线路9
广州影视频道,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8$IPV4•线路1
广州影视频道,http://php.jdshipin.com:8880/gztv.php?id=yingshi$IPV4•线路2
广州电视台法治频道,http://tencentplaygzrb01.gztv.com/live/fazhi.m3u8$IPV4•线路1
广州电视台法治频道,http://php.jdshipin.com:8880/gztv.php?id=fazhi$IPV4•线路2
广州南国都市频道,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8$IPV4
4K南国都市频道,http://36.46.99.46:8020/rtp/239.111.205.243:5140$IPV4•线路1
4K南国都市频道,rtmp://livein.gstv.com.cn/49048r/4o7e76$IPV4•线路2
4K南国都市频道,https://xatv-yt.xiancity.cn/live/2/index.m3u8$IPV4•线路3
广州竞赛频道,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8$IPV4•线路1
广州竞赛频道,http://php.jdshipin.com:8880/gztv.php?id=jingsai$IPV4•线路2
广东体育,http://r.jdshipin.com/LiYdg$IPV4•线路1
广东体育,http://74.91.26.218:82/live/gdty.m3u8$IPV4•线路2
广东体育,http://183.57.249.188:8183/tsfile/live/1000_1.m3u8$IPV4•线路3
广东体育,http://go.bkpcp.top/mg/gdty$IPV4•线路4
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8$IPV4•线路5
广东体育,http://cdn2.132.us.kg/live/gdty/stream.m3u8$IPV4•线路6
广东体育,http://120.238.94.10:9901/tsfile/live/1012_1.m3u8$IPV4•线路7
广东体育,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8$IPV4•线路8
广东体育,http://183.11.239.36:808/hls/2/index.m3u8$IPV4•线路9
广东体育,http://cdn2.veryfast.filegear-sg.me/live/gdty/stream.m3u8$IPV4•线路10
广东体育,http://tvtj1.jxwltx.com:8003/live2915.m3u8$IPV4•线路11
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty$IPV4•线路12
广东体育,http://net.manyee.net:18888/rtp/239.77.0.112:5146$IPV4•线路13
广东体育,http://120.238.85.131:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路14
广东民生,http://go.bkpcp.top/mg/gdms$IPV4•线路1
广东民生,http://113.95.142.43:4022/rtp/239.77.0.225:5146$IPV4•线路2
广东民生,http://119.32.12.17:2901/udp/224.1.100.4:11111$IPV4•线路3
广东民生,http://183.11.239.36:808/hls/18/index.m3u8$IPV4•线路4
广东综艺,http://59.34.28.189:4022/rtp/239.77.1.237:5146$IPV4
广东影视,http://183.57.249.188:8183/tsfile/live/1004_1.m3u8$IPV4•线路1
广东影视,http://go.bkpcp.top/mg/gdys$IPV4•线路2
广东影视,http://119.32.12.17:2901/udp/224.1.100.11:11111$IPV4•线路3
广东影视,http://120.238.85.131:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路4
经济科教,https://pili-live-hls.kingsmedia.cn/metoo-live/ce834303bb1a4459a3ea8c4c01d3ae84.m3u8$IPV4•线路1
经济科教,http://119.32.12.17:2901/udp/224.1.100.6:11111$IPV4•线路2
岭南戏曲,http://125.44.167.25:4023/rtp/225.1.4.99:1128$IPV4•线路1
岭南戏曲,http://www.cdnstv.com:6398/hls/1119/index.m3u8$IPV4•线路2
大湾区卫视,http://183.57.249.188:8183/tsfile/live/1002_1.m3u8$IPV4•线路1
大湾区卫视,http://go.bkpcp.top/mg/gddwq$IPV4•线路2
大湾区卫视,http://www.wmviv.com/iptv/bc2t.php?id=dwqws$IPV4•线路3
大湾区卫视,http://148.135.93.213/live.php?id=大湾区卫视$IPV4•线路4
大湾区卫视,http://ali.hlspull.yximgs.com/live/b027460e580a463cb7e44eebexcvhnddggdfsdg.flv$IPV4•线路5
大湾区卫视,http://gxyd.484947.xyz/PLTV/77777777/224/3221225748/index.m3u8?servicetype=3&IASHttpSessionId=OTT$IPV4•线路6
大湾区卫视,http://tvbox6.icu/tv/dwqws.m3u8$IPV4•线路7
大湾区卫视,http://ymz.stkeyu.top:8303/rtp/239.77.0.215:5146$IPV4•线路8
大湾区卫视,$IPV4•线路9
大湾区卫视,http://59.34.28.189:4022/rtp/239.77.0.215:5146$IPV4•线路10
大湾区卫视,http://z.b.bkpcp.top/m.php?id=dwqws$IPV4•线路11
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8$IPV4•线路12
大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8$IPV4•线路13
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8$IPV4•线路14
大湾区卫视,https://smart.946985.filegear-sg.me/smart.php?id=nanfang_twn$IPV4•线路15
大湾区卫视,http://106.53.99.30/tv/migu.php?id=dwqws$IPV4•线路16
大湾区卫视,https://iptv.catvod.com/live.php?id=%E5%A4%A7%E6%B9%BE%E5%8C%BA%E5%8D%AB%E8%A7%86$IPV4•线路17
🥝┃央视频道,#genre#
CCTV1,http://live2.rxip.sc96655.com/live/CCTV-1H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e$IPV4•线路1
CCTV1,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMS9pbmRleC5tM3U4$IPV4•线路2
CCTV1,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNDAvaW5kZXgubTN1OA==$IPV4•线路3
CCTV1,http://sh.lnott.top:880/dx01.m3u8$IPV4•线路4
CCTV1,http://218.206.221.78:90/hls/1/index.m3u8$IPV4•线路5
CCTV1,http://go.bkpcp.top/mg/cctv1$IPV4•线路6
CCTV1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub$IPV4•线路7
CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1$IPV4•线路8
CCTV1,http://m.061899.xyz/mg/cctv1$IPV4•线路9
CCTV1,https://smt.858.qzz.io/Smart.php?id=cctv1$IPV4•线路10
CCTV1,http://ygbh.site/php/bfgd.php?id=488$IPV4•线路11
CCTV1,http://120.202.94.181:9446/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路12
CCTV1,http://101.35.240.114:88/live.php?id=CCTV1$IPV4•线路13
CCTV1,http://117.69.43.137:4022/rtp/238.1.78.166:7200$IPV4•线路14
CCTV1,http://171.213.234.216:8089/rtp/239.93.0.58:5140$IPV4•线路15
CCTV1,http://183.160.35.31:4022/rtp/238.1.78.166:7200$IPV4•线路16
CCTV1,http://59.34.28.189:4022/rtp/239.77.0.119:5146$IPV4•线路17
CCTV1,http://59.34.28.189:4022/rtp/239.77.0.129:5146$IPV4•线路18
CCTV1,http://59.34.28.189:4022/rtp/239.77.0.86:5146$IPV4•线路19
CCTV1,http://59.34.28.189:4022/rtp/239.77.1.144:5146$IPV4•线路20
CCTV1,http://59.34.28.189:4022/rtp/239.77.1.17:5146$IPV4•线路21
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$IPV4•线路22
CCTV1,http://23.237.228.134/live5/CCTV1.m3u8$IPV4•线路23
CCTV1,http://120.238.94.10:9901/tsfile/live/1018_1.m3u8$IPV4•线路24
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8$IPV4•线路25
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8$IPV4•线路26
CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8$IPV4•线路27
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8$IPV4•线路28
CCTV1,http://175.8.28.207:9999/tsfile/live/0001_1.m3u8$IPV4•线路29
CCTV1,https://www.wmviv.com/iptv/bc2t.php?id=cctv1$IPV4•线路30
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8$IPV4•线路31
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221225673/index.m3u8$IPV4•线路32
CCTV1,http://cdn6.veryfast.filegear-sg.me/live/cctv1/stream.m3u8$IPV4•线路33
CCTV1,http://106.53.99.30/tv/migu.php?id=cctv1$IPV4•线路34
CCTV1,http://115.221.92.129:7777/rtp/233.50.200.99:5140$IPV4•线路35
CCTV1,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-1H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1$IPV4•线路36
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221226163/index.m3u8$IPV4•线路37
CCTV1,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv1.flv$IPV4•线路38
CCTV1,http://php.cqshushu.ggff.net/jzb.php?id=cctv1&公众号【医工学习日志】$IPV4•线路39
CCTV1,http://111.43.126.240:9003/hls/13/index.m3u8$IPV4•线路40
CCTV1,https://iptv.catvod.com/live.php?id=CCTV1$IPV4•线路41
CCTV2,http://live2.rxip.sc96655.com/live/CCTV-2H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e$IPV4•线路1
CCTV2,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMi9pbmRleC5tM3U4$IPV4•线路2
CCTV2,http://sh.lnott.top:880/dx02.m3u8$IPV4•线路3
CCTV2,http://218.206.221.78:90/hls/2/index.m3u8$IPV4•线路4
CCTV2,http://go.bkpcp.top/mg/cctv2$IPV4•线路5
CCTV2,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub$IPV4•线路6
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2$IPV4•线路7
CCTV2,http://m.061899.xyz/mg/cctv2$IPV4•线路8
CCTV2,https://smt.858.qzz.io/Smart.php?id=cctv2$IPV4•线路9
CCTV2,http://120.202.94.181:9446/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路10
CCTV2,http://148.135.93.213/live.php?id=CCTV2$IPV4•线路11
CCTV2,http://117.69.43.137:4022/rtp/238.1.78.235:7752$IPV4•线路12
CCTV2,http://171.213.234.216:8089/rtp/239.93.1.23:6000$IPV4•线路13
CCTV2,http://183.160.35.31:4022/rtp/238.1.78.235:7752$IPV4•线路14
CCTV2,http://59.34.28.189:4022/rtp/239.253.43.17:5146$IPV4•线路15
CCTV2,http://59.34.28.189:4022/rtp/239.77.0.137:5146$IPV4•线路16
CCTV2,http://59.34.28.189:4022/rtp/239.77.1.158:5146$IPV4•线路17
CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8$IPV4•线路18
CCTV2,http://27.41.245.32:801/hls/2/index.m3u8$IPV4•线路19
CCTV2,http://120.238.94.10:9901/tsfile/live/1019_1.m3u8$IPV4•线路20
CCTV2,http://183.11.239.36:808/hls/20/index.m3u8$IPV4•线路21
CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8$IPV4•线路22
CCTV2,http://120.211.62.180:8000/hls/2/index.m3u8$IPV4•线路23
CCTV2,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8$IPV4•线路24
CCTV2,http://175.8.28.207:9999/tsfile/live/0002_1.m3u8$IPV4•线路25
CCTV2,https://www.wmviv.com/iptv/bc2t.php?id=cctv2$IPV4•线路26
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8$IPV4•线路27
CCTV2,https://zby.130519.xyz/PLTV/11/224/3221226122/index.m3u8$IPV4•线路28
CCTV2,http://106.53.99.30/tv/migu.php?id=cctv2$IPV4•线路29
CCTV2,http://122.234.158.196:55555/rtp/233.50.200.100:5140$IPV4•线路30
CCTV2,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-2H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1$IPV4•线路31
CCTV2,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv2.flv$IPV4•线路32
CCTV2,http://php.cqshushu.ggff.net/jzb.php?id=cctv2&公众号【医工学习日志】$IPV4•线路33
CCTV2,http://111.43.126.240:9003/hls/14/index.m3u8$IPV4•线路34
CCTV2,https://iptv.catvod.com/live.php?id=CCTV2$IPV4•线路35
CCTV3,http://live2.rxip.sc96655.com/live/CCTV-3H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e$IPV4•线路1
CCTV3,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMy9pbmRleC5tM3U4$IPV4•线路2
CCTV3,http://sh.lnott.top:880/dx03.m3u8$IPV4•线路3
CCTV3,http://218.206.221.78:90/hls/3/index.m3u8$IPV4•线路4
CCTV3,http://go.bkpcp.top/mg/cctv3$IPV4•线路5
CCTV3,http://38.75.136.137:98/gslb/dsdqpub/cctv3hd.m3u8?auth=testpub$IPV4•线路6
CCTV3,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3$IPV4•线路7
CCTV3,http://m.061899.xyz/mg/cctv3$IPV4•线路8
CCTV3,https://smt.858.qzz.io/Smart.php?id=cctv3$IPV4•线路9
CCTV3,http://120.202.94.181:9446/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路10
CCTV3,http://101.35.240.114:88/live.php?id=CCTV3$IPV4•线路11
CCTV3,http://117.69.43.137:4022/rtp/238.1.78.170:7232$IPV4•线路12
CCTV3,http://171.213.234.216:8089/rtp/239.93.0.109:5140$IPV4•线路13
CCTV3,http://183.160.35.31:4022/rtp/238.1.78.170:7232$IPV4•线路14
CCTV3,http://59.34.28.189:4022/rtp/239.77.0.169:5146$IPV4•线路15
CCTV3,http://59.34.28.189:4022/rtp/239.77.0.175:5146$IPV4•线路16
CCTV3,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8$IPV4•线路17
CCTV3,http://23.237.228.134/live5/CCTV3.m3u8$IPV4•线路18
CCTV3,http://39.152.103.17:8089/tsfile/live/1002_1.m3u8$IPV4•线路19
CCTV3,http://120.238.94.10:9901/tsfile/live/1020_1.m3u8$IPV4•线路20
CCTV3,http://gmxw.7766.org:808/hls/91/index.m3u8$IPV4•线路21
CCTV3,https://tvpull.careryun.com/live/02b04ee89a7bea25b7778c181285fd0b.m3u8?txSecret=7e4ec46581a0e079a32202ea984c8428&txTime=68f4d75a$IPV4•线路22
CCTV3,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8$IPV4•线路23
CCTV3,http://175.8.28.207:9999/tsfile/live/0003_1.m3u8$IPV4•线路24
CCTV3,https://www.wmviv.com/iptv/bc2t.php?id=cctv3$IPV4•线路25
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8$IPV4•线路26
CCTV3,https://zby.130519.xyz/PLTV/11/224/3221225766/index.m3u8$IPV4•线路27
CCTV3,http://106.53.99.30/tv/migu.php?id=cctv3$IPV4•线路28
CCTV3,https://zby.130519.xyz/PLTV/11/224/3221226165/index.m3u8$IPV4•线路29
CCTV3,http://171.213.152.114:4022/rtp/239.93.0.109:5140$IPV4•线路30
CCTV3,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-3H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1$IPV4•线路31
CCTV3,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv3.flv$IPV4•线路32
CCTV3,http://php.cqshushu.ggff.net/jzb.php?id=cctv3&公众号【医工学习日志】$IPV4•线路33
CCTV3,http://111.43.126.240:9003/hls/15/index.m3u8$IPV4•线路34
CCTV3,https://iptv.catvod.com/live.php?id=CCTV3$IPV4•线路35
CCTV4,http://live2.rxip.sc96655.com/live/CCTV-4H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e$IPV4•线路1
CCTV4,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNC9pbmRleC5tM3U4$IPV4•线路2
CCTV4,http://sh.lnott.top:880/dx04.m3u8$IPV4•线路3
CCTV4,http://218.206.221.78:90/hls/4/index.m3u8$IPV4•线路4
CCTV4,http://go.bkpcp.top/mg/cctv4$IPV4•线路5
CCTV4,http://38.75.136.137:98/gslb/dsdqpub/cctv4hd.m3u8?auth=testpub$IPV4•线路6
CCTV4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4$IPV4•线路7
CCTV4,http://m.061899.xyz/mg/cctv4$IPV4•线路8
CCTV4,https://smt.858.qzz.io/Smart.php?id=Cctv4$IPV4•线路9
CCTV4,http://120.202.94.181:9446/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路10
CCTV4,http://148.135.93.213/live.php?id=CCTV4$IPV4•线路11
CCTV4,http://117.69.43.137:4022/rtp/238.1.78.236:7760$IPV4•线路12
CCTV4,http://171.213.234.216:8089/rtp/239.93.1.105:5140$IPV4•线路13
CCTV4,http://183.160.35.31:4022/rtp/238.1.78.236:7760$IPV4•线路14
CCTV4,http://59.34.28.189:4022/rtp/239.253.43.120:5146$IPV4•线路15
CCTV4,http://59.34.28.189:4022/rtp/239.253.43.121:5146$IPV4•线路16
CCTV4,http://59.34.28.189:4022/rtp/239.77.0.78:5146$IPV4•线路17
CCTV4,http://59.34.28.189:4022/rtp/239.77.1.163:5146$IPV4•线路18
CCTV4,http://59.34.28.189:4022/rtp/239.77.1.166:5146$IPV4•线路19
CCTV4,http://120.238.94.10:9901/tsfile/live/1021_1.m3u8$IPV4•线路20
CCTV4,http://221.226.51.220:50081/newlive/live/hls/4/live.m3u8$IPV4•线路21
CCTV4,http://120.211.62.180:8000/hls/4/index.m3u8$IPV4•线路22
CCTV4,http://58.57.40.22:9901/tsfile/live/1003_1.m3u8$IPV4•线路23
CCTV4,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8$IPV4•线路24
CCTV4,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8$IPV4•线路25
CCTV4,http://175.8.28.207:9999/tsfile/live/0004_1.m3u8$IPV4•线路26
CCTV4,https://www.wmviv.com/iptv/bc2t.php?id=cctv4$IPV4•线路27
CCTV4,http://112.27.235.94:8000/hls/4/index.m3u8$IPV4•线路28
CCTV4,https://zby.130519.xyz/PLTV/11/224/3221226124/index.m3u8$IPV4•线路29
CCTV4,http://106.53.99.30/tv/migu.php?id=cctv4$IPV4•线路30
CCTV4,http://106.53.99.30/tv/migu.php?id=cctv4a$IPV4•线路31
CCTV4,http://106.53.99.30/tv/migu.php?id=cctv4o$IPV4•线路32
CCTV4,http://107.150.32.90:82/live/cctv4.m3u8?jsbt=1760966951&jsbk=20a87acd8a6c40c48be52e906f78ec5d$IPV4•线路33
CCTV4,http://171.213.152.114:4022/rtp/239.93.1.105:5140$IPV4•线路34
CCTV4,http://58.54.35.158:60001/rtp/239.69.1.232:11034$IPV4•线路35
CCTV4,http://113.105.155.20:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-4H265_4000.m3u8?E=1&U=1&A=1&K=1&P=1&S=1$IPV4•线路36
CCTV4,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv4.flv$IPV4•线路37
CCTV4,http://php.cqshushu.ggff.net/jzb.php?id=cctv4&公众号【医工学习日志】$IPV4•线路38
CCTV4,http://111.43.126.240:9003/hls/16/index.m3u8$IPV4•线路39
CCTV4,https://iptv.catvod.com/live.php?id=CCTV4$IPV4•线路40
CCTV5,http://live2.rxip.sc96655.com/live/CCTV-5H265_4000.m3u8?E=1705159521&U=8ef008e8-6af1-4126-88d6-ab2793cb12da&A=1&K=9&P=011&S=10bd15e08aa7c4de538b767ae2618279a6213e3e$IPV4•线路1
CCTV5,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNS9pbmRleC5tM3U4$IPV4•线路2
CCTV5,http://sh.lnott.top:880/dx05.m3u8$IPV4•线路3
CCTV5,http://218.206.221.78:90/hls/5/index.m3u8$IPV4•线路4
CCTV5,http://go.bkpcp.top/mg/cctv5$IPV4•线路5
CCTV5,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub$IPV4•线路6
CCTV5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5$IPV4•线路7
CCTV5,http://m.061899.xyz/mg/cctv5$IPV4•线路8
CCTV5,https://smt.858.qzz.io/Smart.php?id=cctv5$IPV4•线路9
CCTV5,http://120.202.94.181:9446/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路10
CCTV5,http://101.35.240.114:88/live.php?id=CCTV5$IPV4•线路11
CCTV5,http://117.69.43.137:4022/rtp/238.1.78.171:7240$IPV4•线路12
CCTV5,http://171.213.234.216:8089/rtp/239.93.42.37:5140$IPV4•线路13
CCTV5,http://183.160.35.31:4022/rtp/238.1.78.171:7240$IPV4•线路14
CCTV5,http://59.34.28.189:4022/rtp/239.77.0.170:5146$IPV4•线路15
CCTV5,http://59.34.28.189:4022/rtp/239.77.0.177:5146$IPV4•线路16
CCTV5,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8$IPV4•线路17
CCTV5,http://27.41.245.32:801/hls/5/index.m3u8$IPV4•线路18
CCTV5,http://120.238.94.10:9901/tsfile/live/1022_1.m3u8$IPV4•线路19
CCTV5,http://218.3.138.25:1111/tsfile/live/1004_1.m3u8$IPV4•线路20
CCTV5,http://gmxw.7766.org:808/hls/93/index.m3u8$IPV4•线路21
CCTV5,https://tvpull.careryun.com/live/2fe3f8cc14c276a4d713fd6b9842e787.m3u8?txSecret=2ad58f18cd715554961a95bc236e6838&txTime=68f4d9d8$IPV4•线路22
CCTV5,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8$IPV4•线路23
CCTV5,http://175.8.28.207:9999/tsfile/live/0005_1.m3u8$IPV4•线路24
CCTV5,https://www.wmviv.com/iptv/bc2t.php?id=cctv5$IPV4•线路25
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8$IPV4•线路26
CCTV5,https://zby.130519.xyz/PLTV/11/224/3221225734/index.m3u8$IPV4•线路27
CCTV5,https://ldcctvwbcdks.v.kcdnvip.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?b=200-2100$IPV4•线路28
CCTV5,http://106.53.99.30/tv/migu.php?id=cctv5$IPV4•线路29
CCTV5,http://107.150.32.90:82/live/cctv5.m3u8?jsbt=1760966999&jsbk=80e617c4995ff2da730e9e1436c5c905$IPV4•线路30
CCTV5,https://zby.130519.xyz/PLTV/11/224/3221226146/index.m3u8$IPV4•线路31
